"Dacentrurus,""armatus"","""",""3"""
"Stegosaurus,""stenops"",""type"",""1"""
"Stegosaurus,""ungulatus"","""",""1"""
"Stegosaurus,""sulcatus"","""",""1"""
"Wuerhosaurus,""homheni"",""type"",""3"""
"Wuerhosaurus,""ordosensis"","""",""3"""
"Ankylosaurus,""magniventris"","""",""1"""
"Euoplocephalus,""tutus"","""",""3"""
"Nodosaurus,""textilis"","""",""3"""
"Edmontonia,""longiceps"",""type"",""3"""
"Edmontonia,""rugosidens"","""",""3"""
"Pachycephalosaurus,""wyomingensis"",""type"",""2"""
"Pachycephalosaurus,""spinifer"","""",""2"""
"Stegoceras,""validum"",""type"",""3"""
"Stegoceras,""novomexicanum"","""",""3"""
"Psittacosaurus,""mongoliensis"",""type"",""2"""
"Psittacosaurus,""sinensis"","""",""2"""
"Psittacosaurus,""meileyingensis"","""",""2"""
"Psittacosaurus,""xinjiangensis"","""",""2"""
"Psittacosaurus,""neimongoliensis"","""",""2"""
"Psittacosaurus,""ordosensis"","""",""2"""
"Psittacosaurus,""sibiricus"","""",""2"""
"Psittacosaurus,""lujiatunensis"","""",""2"""
"Psittacosaurus,""gobiensis"","""",""2"""
"Psittacosaurus,""amitabha"","""",""2"""
"Protoceratops,""andrewsi"",""type"",""2"""
"Protoceratops,""hellenikorhinus"","""",""2"""
"Torosaurus,""latus"",""type"",""2"""
"Torosaurus,""utahensis"","""",""2"""
"Triceratops,""horridus"",""type"",""1"""
"Triceratops,""prorsus"","""",""1"""
"Pachyrhinosaurus,""canadensis"",""type"",""2"""
"Pachyrhinosaurus,""lakustai"","""",""2"""
"Pachyrhinosaurus,""perotorum"","""",""2"""
"Styracosaurus,""albertensis"",""type"",""2"""
"Styracosaurus,""ovatus"","""",""2"""
"Dryosaurus,""altus"",""type"",""2"""
"Dryosaurus,""elderae"","""",""2"""
"Iguanodon,""bernissartensis"",""type"",""1"""
"Iguanodon,""galvensis"","""",""1"""
"Edmontosaurus,""regalis"",""type"",""2"""
"Edmontosaurus,""annectens"","""",""2"""
"Saurolophus,""osborni"",""type"",""2"""
"Saurolophus,""angustirostris"","""",""2"""
"Shantungosaurus,""giganteus"","""",""3"""
"Corythosaurus,""casuarius"",""type"",""2"""
"Corythosaurus,""intermedius"","""",""2"""
"Lambeosaurus,""lambei"",""type"",""3"""
"Lambeosaurus,""magnicristatus"","""",""3"""
"Parasaurolophus,""walkeri"",""type"",""2"""
"Parasaurolophus,""tubicen"","""",""2"""
"Parasaurolophus,""cyrtocristatus"","""",""2"""
"Plateosaurus,""trossingensis"",""type"",""2"""
"Plateosaurus,""gracilis"","""",""2"""
"Plateosaurus,""longiceps"","""",""2"""
"Mamenchisaurus,""constructus"",""type"",""3"""
"Mamenchisaurus,""hochuanensis"","""",""3"""
"Mamenchisaurus,""sinocanadorum"","""",""3"""
"Mamenchisaurus,""youngi"","""",""3"""
"Mamenchisaurus,""anyuensis"","""",""3"""
"Mamenchisaurus,""jingyanensis"","""",""3"""
"Mamenchisaurus,""yunnanensis"","""",""3"""
"Dicraeosaurus,""hansemanni"",""type"",""3"""
"Dicraeosaurus,""sattleri"","""",""3"""
"Apatosaurus,""ajax"",""type"",""1"""
"Apatosaurus,""louisae"","""",""1"""
"Barosaurus,""lentus"","""",""3"""
"Brontosaurus,""excelsus"",""type"",""1"""
"Brontosaurus,""parvus"","""",""1"""
"Brontosaurus,""yahnahpin"","""",""1"""
"Diplodocus,""carnegii"",""type"",""1"""
"Diplodocus,""hallorum"","""",""1"""
"Brachiosaurus,""altithorax"","""",""1"""
"Giraffatitan,""brancai"","""",""3"""
"Camarasaurus,""supremus"",""type"",""2"""
"Camarasaurus,""grandis"","""",""2"""
"Camarasaurus,""lentus"","""",""2"""
"Dreadnoughtus,""schrani"","""",""3"""
"Saltasaurus,""loricatus"","""",""3"""
"Argentinosaurus,""huinculensis"","""",""3"""
"Alamosaurus,""sanjuanensis"","""",""3"""
"Coelophysis,""bauri"","""",""3"""
"Ceratosaurus,""nasicornis"",""type"",""2"""
"Ceratosaurus,""dentisulcatus"","""",""2"""
"Ceratosaurus,""magnicornis"","""",""2"""
"Carnotaurus,""sastrei"","""",""2"""
"Megalosaurus,""bucklandii"","""",""2"""
"Torvosaurus,""tanneri"",""type"",""3"""
"Torvosaurus,""gurneyi"","""",""3"""
"Baryonyx,""walkeri"","""",""3"""
"Spinosaurus,""aegyptiacus"",""type"",""2"""
"Spinosaurus,""maroccanus"","""",""2"""
"Allosaurus,""fragilis"",""type"",""1"""
"Allosaurus,""europaeus"","""",""1"""
"Allosaurus,""jimmadseni"","""",""1"""
"Acrocanthosaurus,""atokensis"","""",""3"""
"Carcharodontosaurus,""saharicus"",""type"",""3"""
"Carcharodontosaurus,""iguidensis"","""",""3"""
"Giganotosaurus,""carolinii"","""",""1"""
"Mapusaurus,""roseae"","""",""3"""
"Compsognathus,""longipes"","""",""2"""
"Albertosaurus,""sarcophagus"","""",""2"""
"Gorgosaurus,""libratus"","""",""2"""
"Tarbosaurus,""bataar"","""",""2"""
"Daspletosaurus,""torosus"",""type"",""2"""
"Daspletosaurus,""horneri"","""",""2"""
"Daspletosaurus,""wilsoni"","""",""2"""
"Tyrannosaurus,""rex"",""type"",""1"""
"Tyrannosaurus,""mcraeensis"","""",""1"""
"Ornithomimus,""velox"",""type"",""2"""
"Ornithomimus,""edmontonicus"","""",""2"""
"Struthiomimus,""altus"",""type"",""3"""
"Struthiomimus,""sedens"","""",""3"""
"Oviraptor,""philoceratops"","""",""2"""
"Dromaeosaurus,""albertensis"","""",""3"""
"Microraptor,""zhaoianus"",""type"",""3"""
"Microraptor,""gui"","""",""3"""
"Microraptor,""hanqingi"","""",""3"""
"Utahraptor,""ostrommaysi"","""",""3"""
"Velociraptor,""mongoliensis"",""type"",""1"""
"Velociraptor,""osmolskae"","""",""1"""
