"Ichthyotitan,""severnensis"","""","""""
"Shonisaurus,""popularis"","""",""1"""
"Shastasaurus,""pacificus"",""type"","""""
"Shastasaurus,""liangae"","""","""""
"Shastasaurus,""sikanniensis"","""","""""
"Temnodontosaurus,""platyodon"",""type"","""""
"Temnodontosaurus,""trigonodon"","""","""""
"Temnodontosaurus,""crassimanus"","""","""""
"Temnodontosaurus,""zetlandicus"","""","""""
"Temnodontosaurus,""nuertingensis"","""","""""
"Temnodontosaurus,""eurycephalus"","""","""""
"Ichthyosaurus,""communis"",""type"",""1"""
"Ichthyosaurus,""breviceps"","""",""1"""
"Ichthyosaurus,""conybeari"","""",""1"""
"Ichthyosaurus,""anningae"","""",""1"""
"Ichthyosaurus,""larkini"","""",""1"""
"Ichthyosaurus,""somersetensis"","""",""1"""
"Ophthalmosaurus,""icenicus"","""",""1"""
"Mixosaurus,""cornalianus"",""type"","""""
"Mixosaurus,""kuhnschnyderi"","""","""""
"Mixosaurus,""luxiensis"","""","""""
"Cymbospondylus,""piscosus"",""type"","""""
"Cymbospondylus,""petrinus"","""","""""
"Cymbospondylus,""buchseri"","""","""""
"Cymbospondylus,""nichollsi"","""","""""
"Cymbospondylus,""duelferi"","""","""""
"Cymbospondylus,""youngorum"","""","""""
"Plesiosaurus,""dolichodeirus"",""type"",""1"""
"Plesiosaurus,""eurymerus"","""",""1"""
"Plesiosaurus,""richardsoni"","""",""1"""
"Thalassomedon,""haningtoni"","""","""""
"Albertonectes,""vanderveldei"","""","""""
"Elasmosaurus,""platyurus"","""",""1"""
"Styxosaurus,""snowii"",""type"","""""
"Styxosaurus,""browni"","""","""""
"Styxosaurus,""rezaci"","""","""""
"Aristonectes,""parvidens"",""type"","""""
"Aristonectes,""quiriquinensis"","""","""""
"Tuarangisaurus,""keyesi"","""","""""
"Pistosaurus,""longaevus"","""","""""
"Liopleurodon,""ferox"","""",""1"""
"Pliosaurus,""brachydeirus"",""type"",""1"""
"Pliosaurus,""rossicus"","""",""1"""
"Pliosaurus,""funkei"","""",""1"""
"Pliosaurus,""kevani"","""",""1"""
"Pliosaurus,""westburyensis"","""",""1"""
"Pliosaurus,""carpenteri"","""",""1"""
"Simolestes,""vorax"","""","""""
"Attenborosaurus,""conybeari"","""","""""
"Kronosaurus,""queenslandicus"","""",""1"""
"Clidastes,""propython"",""type"","""""
"Clidastes,""iguanavus"","""","""""
"Globidens,""alabamaensis"",""type"","""""
"Globidens,""dakotensis"","""","""""
"Globidens,""hisaensis"","""","""""
"Globidens,""phosphaticus"","""","""""
"Globidens,""schurmanni"","""","""""
"Globidens,""simplex"","""","""""
"Mosasaurus,""hoffmannii"",""type"",""1"""
"Mosasaurus,""missouriensis"","""",""1"""
"Mosasaurus,""conodon"","""",""1"""
"Mosasaurus,""lemonnieri"","""",""1"""
"Mosasaurus,""beaugei"","""",""1"""
"Tylosaurus,""proriger"",""type"",""1"""
"Tylosaurus,""nepaeolicus"","""",""1"""
"Tylosaurus,""bernardi"","""",""1"""
"Tylosaurus,""gaudryi"","""",""1"""
"Tylosaurus,""ivoensis"","""",""1"""
"Tylosaurus,""iembeensis"","""",""1"""
"Tylosaurus,""pembinensis"","""",""1"""
"Tylosaurus,""saskatchewanensis"","""",""1"""
"Kaikaifilu,""hervei"","""","""""
"Platecarpus,""tympaniticus"","""","""""
