"Sphaerotholus,""goodwini"",""type"""
"Sphaerotholus,""buchholtzae"","""""
"Sphaerotholus,""edmontonensis"","""""
"Sphaerotholus,""lyonsi"","""""
"Sphaerotholus,""triregnum"","""""
"Psittacosaurus,""mongoliensis"",""type"""
"Psittacosaurus,""sinensis"","""""
"Psittacosaurus,""meileyingensis"","""""
"Psittacosaurus,""xinjiangensis"","""""
"Psittacosaurus,""sattayaraki"","""""
"Psittacosaurus,""neimongoliensis"","""""
"Psittacosaurus,""ordosensis"","""""
"Psittacosaurus,""mazongshanensis"","""""
"Psittacosaurus,""sibiricus"","""""
"Psittacosaurus,""lujiatunensis"","""""
"Psittacosaurus,""gobiensis"","""""
"Psittacosaurus,""amitabha"","""""
"Mamenchisaurus,""constructus"",""type"""
"Mamenchisaurus,""hochuanensis"","""""
"Mamenchisaurus,""sinocanadorum"","""""
"Mamenchisaurus,""youngi"","""""
"Mamenchisaurus,""anyuensis"","""""
"Mamenchisaurus,""jingyanensis"","""""
"Mamenchisaurus,""yunnanensis"","""""
"Omeisaurus,""junghsiensis"",""type"""
"Omeisaurus,""changshouensis"","""""
"Omeisaurus,""fuxiensis"","""""
"Omeisaurus,""tianfuensis"","""""
"Omeisaurus,""luoquanensis"","""""
"Omeisaurus,""maoianus"","""""
"Omeisaurus,""jiaoi"","""""
"Omeisaurus,""puxiani"","""""
